bimnet_scene_key,matterport_scene_id,frame_id,gt_valid_fraction,bim_hit_fraction,camera_in_bim_aabb,selected,filter_reasons
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i0_0,0.9250312805175781,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i0_1,0.8538993835449219,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i0_2,0.8515518188476563,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i0_3,0.879541015625,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i0_4,0.925762939453125,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i0_5,0.9575782775878906,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i1_0,0.853167724609375,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i1_1,0.5323036193847657,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i1_2,0.9722007751464844,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i1_3,0.9848243713378906,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i1_4,0.8935997009277343,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i1_5,0.9632087707519531,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i2_0,0.9115638732910156,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i2_1,0.8650276184082031,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i2_2,0.9344268798828125,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i2_3,0.9424736022949218,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i2_4,0.9245468139648437,1.0,True,True,
train/hxp,HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443_i2_5,0.9518386840820312,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i0_0,0.8670036315917968,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i0_1,0.8607490539550782,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i0_2,0.8937507629394531,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i0_3,0.9091087341308594,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i0_4,0.91834716796875,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i0_5,0.9548126220703125,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i1_0,0.7242782592773438,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i1_1,0.7281463623046875,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i1_2,0.9170097351074219,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i1_3,0.9685249328613281,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i1_4,0.8716339111328125,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i1_5,0.9477775573730469,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i2_0,0.8711502075195312,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i2_1,0.8392311096191406,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i2_2,0.9182464599609375,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i2_3,0.9480323791503906,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i2_4,0.9458106994628906,1.0,True,True,
train/hxp,HxpKQynjfin,087babe565fd471381ae7adbf938f5fc_i2_5,0.9463882446289062,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i0_0,0.9539299011230469,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i0_1,0.9300636291503906,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i0_2,0.8892959594726563,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i0_3,0.9022163391113281,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i0_4,0.899066162109375,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i0_5,0.8893424987792968,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i1_0,0.8900360107421875,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i1_1,0.8278335571289063,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i1_2,0.7887428283691407,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i1_3,0.7699462890625,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i1_4,0.9665298461914062,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i1_5,0.9572235107421875,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i2_0,0.9415748596191407,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i2_1,0.9088005065917969,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i2_2,0.8931221008300781,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i2_3,0.9228309631347656,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i2_4,0.93319091796875,1.0,True,True,
train/hxp,HxpKQynjfin,0a709d588fcd4ae5badd921366074d7a_i2_5,0.9308578491210937,1.0,True,True,
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i0_0,0.21658172607421874,0.03187798107748847,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i0_1,0.00814361572265625,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i0_2,0.0,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i0_3,0.0,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i0_4,0.19944534301757813,0.033432050981312064,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i0_5,0.45072021484375,0.2785303776683087,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i1_0,0.15755691528320312,0.0873015873015873,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i1_1,0.128564453125,0.0,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i1_2,0.00015869140625,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i1_3,0.016443634033203126,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i1_4,0.17711944580078126,0.2936947767612792,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i1_5,0.09038848876953125,0.9946242864962077,False,False,sparse_gt;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i2_0,0.46978759765625,0.04998436156071624,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i2_1,0.39553298950195315,0.0,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i2_2,0.215478515625,0.0,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i2_3,0.3006095886230469,0.0,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i2_4,0.5146247863769531,0.0642495503948706,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0ab3970074fb418da34405440e01093e_i2_5,0.5250946044921875,0.3656560325279537,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i0_0,0.0,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i0_1,0.04072647094726563,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i0_2,0.3785003662109375,0.39732875908984283,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i0_3,0.23300857543945314,0.8212037688638674,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i0_4,0.31750640869140623,0.6127189381499726,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i0_5,0.3035919189453125,0.021317147548674642,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i1_0,0.021520233154296874,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i1_1,0.048090362548828126,0.0,False,False,sparse_gt;low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i1_2,0.33574752807617186,0.5407136992728125,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i1_3,0.043276214599609376,1.0,False,False,sparse_gt;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i1_4,0.21985549926757814,0.9944923371647509,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i1_5,0.14324493408203126,0.022387403237156933,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i2_0,0.15813674926757812,0.0,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i2_1,0.2893096923828125,0.0,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i2_2,0.6577827453613281,0.4584555086402377,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i2_3,0.4104736328125,0.9182744937055282,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i2_4,0.41180267333984377,0.7136161936038783,False,False,camera_outside_bim_aabb
train/hxp,HxpKQynjfin,0c0617d40f4040e4a9268eddf91241dd_i2_5,0.4703178405761719,0.06410782703886152,False,False,low_bim_hit;camera_outside_bim_aabb
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i0_0,0.672802734375,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i0_1,0.7120254516601563,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i0_2,0.9363967895507812,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i0_3,0.7712821960449219,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i0_4,0.5781784057617188,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i0_5,0.8960777282714844,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i1_0,0.5453025817871093,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i1_1,0.6150802612304688,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i1_2,0.9702896118164063,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i1_3,0.4745964050292969,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i1_4,0.2740020751953125,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i1_5,0.9641304016113281,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i2_0,0.6164230346679688,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i2_1,0.68717041015625,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i2_2,0.9351028442382813,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i2_3,0.7554489135742187,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i2_4,0.5819786071777344,1.0,True,True,
train/hxp,HxpKQynjfin,11ec36e3d78c43a389366c5159069b0c_i2_5,0.8977455139160156,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i0_0,0.6202217102050781,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i0_1,0.6015251159667969,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i0_2,0.6375572204589843,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i0_3,0.9334358215332031,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i0_4,0.95361328125,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i0_5,0.9098793029785156,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i1_0,0.38432769775390624,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i1_1,0.39332733154296873,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i1_2,0.41523208618164065,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i1_3,0.9430274963378906,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i1_4,0.9196586608886719,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i1_5,0.9564727783203125,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i2_0,0.7232772827148437,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i2_1,0.5625434875488281,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i2_2,0.5686012268066406,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i2_3,0.9486099243164062,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i2_4,0.946026611328125,1.0,True,True,
train/hxp,HxpKQynjfin,156af10f63d84956ba5dc4b9fe3b2140_i2_5,0.8955123901367188,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i0_0,0.9295608520507812,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i0_1,0.9234077453613281,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i0_2,0.9218803405761719,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i0_3,0.9278099060058593,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i0_4,0.9407722473144531,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i0_5,0.9197006225585938,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i1_0,0.996514892578125,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i1_1,0.978448486328125,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i1_2,0.9959358215332031,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i1_3,0.8331558227539062,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i1_4,0.9646453857421875,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i1_5,0.9954010009765625,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i2_0,0.9334053039550781,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i2_1,0.9275177001953125,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i2_2,0.9266983032226562,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i2_3,0.93883056640625,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i2_4,0.9288185119628907,1.0,True,True,
train/hxp,HxpKQynjfin,15a0a48359ad4a67bf9d3097de41828c_i2_5,0.91414794921875,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i0_0,0.7756736755371094,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i0_1,0.9458183288574219,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i0_2,0.9194259643554688,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i0_3,0.8754745483398437,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i0_4,0.6794281005859375,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i0_5,0.5430076599121094,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i1_0,0.7108627319335937,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i1_1,0.9521186828613282,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i1_2,0.9517631530761719,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i1_3,0.7915351867675782,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i1_4,0.3652099609375,1.0,True,True,
