scene_id,panorama_id,frame_id,camera_index,yaw_index,rgb_path,depth_path,height,width,process_height,process_width,focal_scale,gt_valid_pixels,gt_valid_fraction,camera_x,camera_y,camera_z,camera_in_bim_aabb,bim_hit_pixels,bim_hit_fraction,three_rule_pass,filter_reasons,deterministic_scale,deterministic_scale_support,learned_scale,learned_log_scale,oracle_frame_scale,scale_abs_log_error,confidence_source,round_1_log_scale,round_2_log_scale,round_3_log_scale,raw_abs_rel,raw_sq_rel,raw_rmse_m,raw_mae_m,raw_rmse_log,raw_mean_log_error,raw_mean_abs_log_error,raw_log10_error,raw_silog_x100,raw_delta1,raw_delta2,raw_delta3,scale_abs_rel,scale_sq_rel,scale_rmse_m,scale_mae_m,scale_rmse_log,scale_mean_log_error,scale_mean_abs_log_error,scale_log10_error,scale_silog_x100,scale_delta1,scale_delta2,scale_delta3,scale_low_abs_rel,scale_low_sq_rel,scale_low_rmse_m,scale_low_mae_m,scale_low_rmse_log,scale_low_mean_log_error,scale_low_mean_abs_log_error,scale_low_log10_error,scale_low_silog_x100,scale_low_delta1,scale_low_delta2,scale_low_delta3,final_abs_rel,final_sq_rel,final_rmse_m,final_mae_m,final_rmse_log,final_mean_log_error,final_mean_abs_log_error,final_log10_error,final_silog_x100,final_delta1,final_delta2,final_delta3,oracle_frame_scale_abs_rel,oracle_frame_scale_sq_rel,oracle_frame_scale_rmse_m,oracle_frame_scale_mae_m,oracle_frame_scale_rmse_log,oracle_frame_scale_mean_log_error,oracle_frame_scale_mean_abs_log_error,oracle_frame_scale_log10_error,oracle_frame_scale_silog_x100,oracle_frame_scale_delta1,oracle_frame_scale_delta2,oracle_frame_scale_delta3,bim_render_seconds,da3_inference_seconds,model_inference_seconds,status,error
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i0_0,0,0,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i0_0.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d0_0.png,1024,1280,406,504,1.4167452247142793,1212457,0.9250312805175781,1.4022300243377686,-3.4042000770568848,1.1494699716567993,True,204624,1.0,True,,0.8699447512626648,204624,0.925140380859375,-0.07780978989334857,0.873311406469218,0.057653288413259327,log-depth Laplacian fallback,-0.03790915384888649,-0.06265155971050262,-0.07780976593494415,0.14452262601690777,0.034526662363700444,0.2218598034042352,0.19974629173255748,0.1446387054016579,0.13218501036945687,0.13342258840841348,0.0579446939070227,5.8715229147932,0.9812686140621895,0.9974877459571763,1.0,0.06740191055298073,0.010191477051810992,0.12309030606031973,0.09726536216256956,0.08002588780362975,0.0543752203969479,0.06440666907163567,0.027971460975580204,5.871522907681173,0.9934991508977226,0.9985945893338898,1.0,0.043808847624072556,0.006250689319552701,0.09749075025846464,0.06356931697614222,0.06152473545311042,0.030760365344072747,0.04198748855995511,0.018234934590564404,5.328313988940958,0.9944550610867025,1.0,1.0,0.04059461850887742,0.005770952915330311,0.09332758759024688,0.05881638967630934,0.05922943759472544,0.0315265528648361,0.0388617649152433,0.016877450059711564,5.014182627555732,0.9940261798975139,1.0,1.0,0.04543845613394753,0.005372348857303345,0.09630190788361384,0.06582190472182348,0.058806665500616896,-0.003278074845362106,0.04549353484549753,0.01975759114567288,5.87152291369935,0.9969244270106074,1.0,1.0,0.021414733957499266,0.8348461149726063,0.19103057286702096,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i0_1,0,1,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i0_1.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d0_1.png,1024,1280,406,504,1.4167452247142793,1119223,0.8538993835449219,1.3876800537109375,-3.403820037841797,1.1494499444961548,True,204624,1.0,True,,0.832797646522522,204624,0.90949946641922,-0.09486086769898655,0.8370251985479698,0.08304023545476688,log-depth Laplacian fallback,-0.0470581091940403,-0.07744243741035461,-0.09486108273267746,0.1860280539073399,0.05760071732591067,0.3027685414538295,0.28109359142343554,0.17599500576876262,0.16949789393494805,0.16949791392110153,0.0736120087100468,4.73783284547259,0.9218734782969971,1.0,1.0,0.08262927614790833,0.013756419509796036,0.14956752744909121,0.12634980966361067,0.08840453790112276,0.07463682949950269,0.07863560689040994,0.034151010153618336,4.737832841894294,0.9987330496246056,1.0,1.0,0.040580037838042406,0.004719721886809599,0.09076833354413359,0.06574763535439052,0.05070937604538338,0.032243341710111124,0.03939124351536815,0.01710739969403163,3.913831542462079,0.9995523680267471,1.0,1.0,0.04253105777425099,0.0047398006810289006,0.09042164271375713,0.068513159976159,0.05125617907015281,0.03267056444938821,0.04137879658188249,0.017970583023308694,3.9494684597170067,0.9997936068147277,1.0,1.0,0.038748433141114626,0.0038244346884945915,0.08333171810559942,0.06315048179602964,0.048117765918257865,-0.008403177421753071,0.03926174396232305,0.017051158752735215,4.737832844437209,1.0,1.0,1.0,0.02121645212173462,0.2656666268594563,0.058733096113428473,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i0_2,0,2,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i0_2.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d0_2.png,1024,1280,406,504,1.4167452247142793,1116146,0.8515518188476563,1.3807400465011597,-3.3910300731658936,1.149440050125122,True,204624,1.0,True,,0.8681228756904602,204624,0.9003753662109375,-0.1049435290411226,0.886987992212056,0.014980305251753534,log-depth Laplacian fallback,-0.05096479505300522,-0.08516164124011993,-0.10494349151849747,0.12486867242496205,0.027904091725667615,0.22158240785365627,0.2106753390084998,0.12013643429674463,0.11729600739175293,0.11729600739175293,0.05094100875952132,2.5969395362423873,0.9998503779971437,0.9998503779971437,0.9998503779971437,0.022538683041739355,0.0013996294854038162,0.04362924347643598,0.03493684352215265,0.028757489625760843,0.01235247828493491,0.02223948285407857,0.009658484683908303,2.59693952527962,0.9998503779971437,0.9998503779971437,0.9998503779971437,0.02392933908832561,0.001740907841202552,0.04769007430427533,0.03559489412498005,0.03471725959897931,-0.0065020092851966905,0.024107998610260757,0.010469970766167512,3.4102961591599894,0.9998503779971437,0.9998503779971437,0.9998503779971437,0.021109560759110763,0.0014024868510274292,0.04129377963669679,0.030665949686762783,0.0314169053544825,-0.006410723685582068,0.021259482206166972,0.009232875810258686,3.0755886654096454,0.9998503779971437,0.9998503779971437,0.9998503779971437,0.018187574439430476,0.0010440831893323023,0.03547473062577507,0.026850229130707164,0.026102011736753774,-0.002627835960354012,0.018184382315673434,0.007897376896516045,2.5969395350510225,0.9998503779971437,0.9998503779971437,0.9998503779971437,0.012331064091995358,0.2741463619749993,0.06030901498161256,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i0_3,0,3,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i0_3.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d0_3.png,1024,1280,406,504,1.4167452247142793,1152832,0.879541015625,1.388350009918213,-3.3786299228668213,1.149459958076477,True,204624,1.0,True,,0.790799081325531,204624,0.8422095775604248,-0.17172639124532502,0.8029880106337662,0.047689104619115824,log-depth Laplacian fallback,-0.06810472905635834,-0.12721750140190125,-0.17172642052173615,0.2408598721462609,0.11383606813675151,0.46856572807875985,0.39574312047307697,0.2242105670484282,0.21312997898525615,0.2132967082055503,0.09263358338179861,6.961314842701766,0.51734858157997,0.997118400599567,0.9981445692000223,0.06598888570620148,0.014285951794366716,0.16613269361707453,0.11301035784299299,0.08099535502583474,0.04140358785368582,0.06310764211265422,0.027407300735451,6.961314853246571,0.9958805793038361,0.9978956170543496,0.99884805418309,0.076033198053636,0.022028516497192212,0.21775343555075755,0.13888066953262884,0.09528803349073216,0.05810079894256156,0.07145623163667622,0.031033047097409054,7.5525535342471635,0.993633070560151,0.9979589393771165,0.998806417587298,0.07398392711162727,0.019497429500099,0.20097301550039642,0.1308110808431548,0.09206999876142105,0.058932119579535,0.06968311109759454,0.03026299063153659,7.07381788979011,0.9957452603675123,0.9980083828346195,0.99880468272914,0.053886280065740706,0.008531752632078725,0.11802182685544649,0.08301417798985598,0.06989634063014499,-0.006285539156649964,0.053787187973186,0.02335947893384762,6.961314840599783,0.9960072239493699,0.9981228834730472,0.9990709834563926,0.012480630073696375,0.2737924649845809,0.08235201006755233,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i0_4,0,4,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i0_4.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d0_4.png,1024,1280,406,504,1.4167452247142793,1213416,0.925762939453125,1.4028899669647217,-3.379009962081909,1.1494899988174438,True,204624,1.0,True,,0.8629075288772583,204624,0.8990364670753479,-0.10643168128944683,0.8662723126198832,0.03712428980615054,log-depth Laplacian fallback,-0.04977453500032425,-0.08461745828390121,-0.10643142461776733,0.15916475500344981,0.052485334642288425,0.2827509750259276,0.21874973266136727,0.1697957465999688,0.13912291197238524,0.1432084823882395,0.06219465366295144,9.73417224409182,0.8126166129340638,0.998264403963686,0.9985454287729847,0.08151438821240302,0.017764630334729296,0.14999782108578041,0.10639919280358244,0.10268468646861038,0.03269149595372013,0.07775002938190669,0.033766408728377786,9.734172243937703,0.9903849957475425,0.9984110972659006,0.9986599814078602,0.1017545518643674,0.028956024230574424,0.21020452347635324,0.14087613533446694,0.12522313599443813,0.07598402353335688,0.09375229127972244,0.04071610276856982,9.953522972276607,0.9697424461190556,0.9983550571279759,0.9985858106370775,0.10033269820304838,0.02733524766523783,0.19895353646593458,0.13538798119007805,0.12385665622631019,0.07646996764609426,0.09242314024403708,0.04013885980815563,9.743107994766186,0.9788926468746085,0.998360001846028,0.9985882829961036,0.07370547033944497,0.014691777372995813,0.13052193949287114,0.09408170920721874,0.09744261261706143,-0.00443303872314741,0.0727908347929666,0.03161265788371664,9.7341722407803,0.9928425206194743,0.9984358208561614,0.9986797602800689,0.013504924951121211,0.27257741801440716,0.06486904202029109,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i0_5,0,5,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i0_5.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d0_5.png,1024,1280,406,504,1.4167452247142793,1255117,0.9575782775878906,1.4098299741744995,-3.3917999267578125,1.1494899988174438,True,204624,1.0,True,,0.9570598602294922,204624,0.9803237318992615,-0.01987242319461006,1.0237021132701145,0.04329800248120218,log-depth Laplacian fallback,-0.010833539068698883,-0.016704117879271507,-0.019872456789016724,0.05271610254719826,0.007235645701369524,0.12222608637921661,0.09434138835628324,0.06199914546886989,-0.011319211457296592,0.052850154373080355,0.022952530411963802,6.095711189726016,0.999981675015158,1.0,1.0,0.05832287228076251,0.0074214409017098375,0.11712064568538987,0.09803506455131425,0.06847401956490685,-0.031191695419520386,0.05955563724310075,0.025864684620910443,6.095711190854697,1.0,1.0,1.0,0.04161106543835149,0.005743078631582948,0.10855588584733152,0.07790133501655369,0.055862685772690115,-0.02888242369383798,0.042653886218844146,0.018524347416573172,4.78167885089321,0.9999952195691716,1.0,1.0,0.03713028413468527,0.005196267419750098,0.10316306435439673,0.06962363612758704,0.05306804638893303,-0.027404297902001745,0.03813153898058985,0.016560316965748917,4.544471370837637,0.9999952195691716,1.0,1.0,0.05072854986723088,0.008834519194269473,0.14155392555415455,0.09814877963515863,0.06214768197950303,0.012106398442624322,0.049662724395628854,0.021568247161303622,6.095711190807738,0.9989626465102457,1.0,1.0,0.012570450082421303,0.26860215491615236,0.05485488614067435,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i1_0,1,0,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i1_0.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d1_0.png,1024,1280,406,504,1.4171736824512482,1118264,0.853167724609375,1.3969000577926636,-3.39451003074646,1.1827199459075928,True,204624,1.0,True,,0.9325363039970398,204624,0.9631016850471497,-0.037596280809176215,0.8936705678882388,0.07482178320445068,log-depth Laplacian fallback,-0.020505646243691444,-0.031673356890678406,-0.037596333771944046,0.15522402440037544,0.04362337674892335,0.2609568704124593,0.2034138177065996,0.16925568739598804,0.12494586038325413,0.14206185767340662,0.061696680876485666,11.417539003207649,0.8091792278030948,0.999564503551934,0.9997335155204853,0.1195618288209941,0.03123831595265374,0.23366053552282487,0.15540440309059256,0.143756592680866,0.08734951770976067,0.11154197647733573,0.04844206488468922,11.417539005882404,0.8487870484965983,0.9988383780574176,0.9999222008398733,0.08278625830496025,0.021053247895862336,0.20557188658967643,0.11314001185202481,0.11640307794506942,0.04159207465372442,0.07887580512187169,0.034255326920105134,10.871879267672597,0.9362494008570427,0.9990163324581673,0.9998694404899022,0.08270738629121441,0.021207156378438004,0.20749892578530332,0.113543470018133,0.11634825314786812,0.04300326756375414,0.0788755195233469,0.03425520288624179,10.81093658727151,0.9379359435696758,0.9989644663514161,0.9998247283289098,0.08078040380121596,0.021352656700187912,0.2254775002891376,0.12231461101299561,0.1148606334585708,0.01252778635321701,0.07994790678744339,0.034720934757502195,11.41753900260135,0.9489360294170249,0.9902375467689204,1.0,0.013084515929222107,0.27122917701490223,0.05560522107407451,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i1_1,1,1,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i1_1.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d1_1.png,1024,1280,406,504,1.4171736824512482,697701,0.5323036193847657,1.393399953842163,-3.3944199085235596,1.18271005153656,True,204624,1.0,True,,0.9359920024871826,204624,0.9704374074935913,-0.03000837356519044,0.9257514385496338,0.04714113169558089,log-depth Laplacian fallback,-0.015625908970832825,-0.02476952038705349,-0.030008573085069656,0.10657979208367349,0.031344051816663734,0.26699018710828976,0.21395686233707514,0.12242060960352709,0.05177957777757707,0.10407196582209466,0.04519788047735952,11.093097394720303,0.9257332295639537,1.0,1.0,0.0883274427584518,0.025404161645755603,0.2478101730623909,0.17713594834219965,0.11304715079537979,0.021771019819234464,0.08874126612032623,0.03853984219316566,11.093097402882496,0.9525957394356608,0.9997835749124625,1.0,0.079819244423616,0.024647124448728665,0.24713785127133212,0.16033275197658325,0.11149851228087575,0.014958951659818866,0.0805669578522825,0.034989785218978144,11.049048830595238,0.9525312418930172,0.9979704773248139,1.0,0.08147595987305677,0.025194202817406447,0.24938959166864771,0.1636270771990249,0.11279694509147144,0.01583447668666608,0.08219185158799244,0.03569546760207614,11.167999001624171,0.9468038601062633,0.9975261609199356,1.0,0.06752697692796072,0.02372640821982176,0.24703377059345227,0.135517029604694,0.11379505130736729,-0.025369917647099092,0.07152315292907842,0.03106211064542117,11.093097394607948,0.9584076846672142,0.9908757476340151,1.0,0.013494368875399232,0.27221507392823696,0.06030779588036239,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i1_2,1,2,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i1_2.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d1_2.png,1024,1280,406,504,1.4171736824512482,1274283,0.9722007751464844,1.3917299509048462,-3.3913400173187256,1.18271005153656,True,204624,1.0,True,,0.8829867839813232,204624,0.9103966355323792,-0.0938749112096287,0.870221772774038,0.045132277373700944,log-depth Laplacian fallback,-0.04597596824169159,-0.07628525048494339,-0.09387484192848206,0.1408854248561132,0.04329743604538441,0.3011771471692183,0.29421591344436776,0.13373715304111708,0.13131316044410654,0.13146765525930287,0.057095677227874266,2.534718914837506,0.9976967439728851,0.9998281386473805,0.9998281386473805,0.03960250126715924,0.004624325541263627,0.09582333139338957,0.08364920596713,0.04521180600164956,0.037438314712836034,0.03856230091986504,0.016747394498990067,2.5347189062960025,0.9987443919443326,0.9998281386473805,0.9998281386473805,0.03329570376841538,0.0032896731993168745,0.07921111177354491,0.06954024121734796,0.03853676329696468,0.030929924081204548,0.03254443226213914,0.014133867348121183,2.2987429646161113,0.9990245494917535,0.9998281386473805,0.9998281386473805,0.03383606018654619,0.0034918721262861296,0.08221656978339924,0.07123131077655528,0.03948179210385915,0.03143660502400129,0.033046766373851386,0.014352028280909602,2.3886225576622433,0.9990214104716142,0.9998281386473805,0.9998281386473805,0.014651435447617297,0.0014107803353290511,0.0474250170489077,0.02852553575196222,0.02648919964259242,-0.007694004176408213,0.014681930760299033,0.006376281512883484,2.5347189142753708,0.999003361105814,0.9998281386473805,0.9998281386473805,0.013087201165035367,0.2697073530871421,0.059819387970492244,ok,
HxpKQynjfin,02f11a6dcac44f42936018d2c9b73443,02f11a6dcac44f42936018d2c9b73443_i1_3,1,3,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_color_images/02f11a6dcac44f42936018d2c9b73443_i1_3.jpg,/home/bgao491/Matterport3D/v1/scans/HxpKQynjfin/undistorted_depth_images/02f11a6dcac44f42936018d2c9b73443_d1_3.png,1024,1280,406,504,1.4171736824512482,1290829,0.9848243713378906,1.3935600519180298,-3.388360023498535,1.1827199459075928,True,204624,1.0,True,,0.7840373516082764,204624,0.9139862060546875,-0.08993979948575682,0.8738449253052065,0.04491255058449488,log-depth Laplacian fallback,-0.0447046123445034,-0.07347187399864197,-0.08993984758853912,0.2003170573992733,0.10515086814753916,0.4596015290914044,0.3954306043898177,0.20274582808640584,0.17586964871085053,0.17687928206471537,0.07681769616371475,10.0874860439876,0.7112746924650748,0.9901536144601647,0.9940441375271241,0.0993282269241049,0.04326400438379063,0.26161880273044386,0.16669831081613218,0.1325128872190218,0.085929784187624,0.08927228600241818,0.038770461197739116,10.087486043900908,0.9688068675246683,0.991681314875944,0.9947018543896984,0.08387215088997221,0.038362407438476964,0.26967898786813205,0.17717476443280558,0.1120221795177578,0.07236372827760064,0.07670895119952131,0.03331427421853793,8.551292027333844,0.9823989079885872,0.9927263797141217,0.9947638300657949,0.08524020436553842,0.038803925012510426,0.2727079126434076,0.18155315026954388,0.11261867141306134,0.07363894524253446,0.07801842087707628,0.03388296967371965,8.520722325255113,0.9824941955905856,0.9927194074505609,0.9947599565860389,0.0655519370861362,0.030657752690782247,0.21518232096358408,0.09521672080031654,0.10889516019811772,0.041017294419107404,0.0590623519521308,0.025650453541038152,10.087486046141517,0.9859772285872103,0.9928092721809008,0.9948707381070614,0.015172004932537675,0.26135770487599075,0.07461358001455665,ok,
